L 01/29/2023 - 18:43:36: SourceMod log file session started (file "/root/Steam/steamapps/common/Left 4 Dead 2 Dedicated Server/left4dead2/addons/sourcemod/logs/L20230129.log") (Version "1.11.0.6825")
L 01/29/2023 - 18:43:36: [GEOIP] GeoIP2 database loaded: GeoLite2-City (2019-12-17 20:01:26 UTC)
L 01/29/2023 - 22:19:41: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/29/2023 - 22:19:50: [cannounce.smx] Player iPhoneX <STEAM_1:0:625834323> connected from country China (CN), IP 120.239.45.151
L 01/29/2023 - 22:19:52: [cannounce.smx] Player emileseb5 <STEAM_1:0:632143659> connected from country China (CN), IP 106.7.152.231
L 01/29/2023 - 22:24:13: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/29/2023 - 22:28:43: -------- Mapchange to c2m4_barns --------
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "50000")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowupload") (value "0")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "0")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "decalfrequency") (value "1.0")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "12")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_main_name_path") (value "hostname/hostname.txt")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format1") (value "{hostname} >> {gamemode}")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format2") (value "{hostname} >> {gamemode} - {difficulty}")
L 01/29/2023 - 22:28:45: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format3") (value "{hostname} >>")
L 01/29/2023 - 22:28:46: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/29/2023 - 22:28:58: [cannounce.smx] Player iPhoneX <STEAM_1:0:625834323> connected from country China (CN), IP 120.239.45.151
L 01/29/2023 - 22:29:02: [cannounce.smx] Player emileseb5 <STEAM_1:0:632143659> connected from country China (CN), IP 106.7.152.231
L 01/29/2023 - 22:32:28: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/29/2023 - 22:37:09: -------- Mapchange to c2m5_concert --------
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "50000")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowupload") (value "0")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "0")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "decalfrequency") (value "1.0")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "12")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_main_name_path") (value "hostname/hostname.txt")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format1") (value "{hostname} >> {gamemode}")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format2") (value "{hostname} >> {gamemode} - {difficulty}")
L 01/29/2023 - 22:37:10: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format3") (value "{hostname} >>")
L 01/29/2023 - 22:37:12: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/29/2023 - 22:37:20: [cannounce.smx] Player iPhoneX <STEAM_1:0:625834323> connected from country China (CN), IP 120.239.45.151
L 01/29/2023 - 22:37:22: [cannounce.smx] Player emileseb5 <STEAM_1:0:632143659> connected from country China (CN), IP 106.7.152.231
L 01/29/2023 - 22:40:59: [optional/l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 01/29/2023 - 22:45:29: [cannounce.smx] Player emileseb5 <STEAM_1:0:632143659> from country China (CN) disconnected from IP 106.7.152.231reason: Disconnect by user.
L 01/29/2023 - 22:45:34: [cannounce.smx] Player iPhoneX <STEAM_1:0:625834323> from country China (CN) disconnected from IP 120.239.45.151reason: Disconnect by user.
L 01/29/2023 - 22:45:34: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/29/2023 - 22:45:34: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/29/2023 - 22:45:36: [linux_auto_restart.smx] Last one player left the server, Restart server now
L 01/29/2023 - 22:45:36: [linux_auto_restart.smx] Last one player left the server, Restart server now
L 01/29/2023 - 22:45:48: SourceMod log file session started (file "/root/Steam/steamapps/common/Left 4 Dead 2 Dedicated Server/left4dead2/addons/sourcemod/logs/L20230129.log") (Version "1.11.0.6825")
L 01/29/2023 - 22:45:48: [GEOIP] GeoIP2 database loaded: GeoLite2-City (2019-12-17 20:01:26 UTC)
L 01/29/2023 - 22:45:48: [GEOIP] GeoIP2 supported languages: de en es fr ja pt-BR ru zh-CN
L 01/29/2023 - 22:45:48: [GEOIPCITY] GeoIPCity database info: GEO-533LITE 20150106 Build 1 Copyright (c) 2015 MaxMind Inc All Rights Reserved
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.014")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "50000")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "0")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "25")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowupload") (value "0")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allowdownload") (value "0")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "decalfrequency") (value "1.0")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mv_maxplayers") (value "12")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_main_name_path") (value "hostname/hostname.txt")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format1") (value "{hostname} >> {gamemode}")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format2") (value "{hostname} >> {gamemode} - {difficulty}")
L 01/29/2023 - 22:45:50: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sn_hostname_format3") (value "{hostname} >>")
L 01/30/2023 - 00:00:01: Log file closed.
